Date,Open,High,Low,Close,Volume,Market Cap
Dec-30-2020,0.004498113,0.004712136,0.004456807,0.004649536,93103704.61213866,584182123.6725549
Dec-23-2020,0.004520357,0.004740948,0.003660961,0.003812219,208973795.7431401,547076904.1641979
Dec-16-2020,0.003213414,0.003442071,0.003177117,0.003419627,39347051.33961346,417730090.61012244
Dec-09-2020,0.003189707,0.003192389,0.00300885,0.003157473,49834323.08821648,398912493.3852145
Dec-02-2020,0.003315417,0.003440446,0.003270643,0.003373358,78903817.1181487,429941027.1621435
Nov-25-2020,0.004256817,0.004261737,0.003629514,0.00374157,229694220.6573482,509860662.65473133
Nov-18-2020,0.002945963,0.003013262,0.002847684,0.002915752,68955601.34866314,371557695.3054731
Nov-11-2020,0.002774291,0.002848927,0.002740081,0.00276919,55017488.98805087,356325428.8304117
Nov-04-2020,0.002534631,0.002568339,0.002481751,0.002548737,39390206.402073294,320908353.5388294
Oct-28-2020,0.002678745,0.002700123,0.002587288,0.002607258,40066343.48188892,335513513.74638283
Oct-21-2020,0.002602574,0.002662263,0.002593281,0.002626857,33391602.290653694,332747713.3360032
Oct-14-2020,0.002644907,0.002657741,0.002630372,0.002640879,30326506.943585295,334695643.2154639
Oct-07-2020,0.002605143,0.00261639,0.002575389,0.002599741,48282227.64423368,328969259.54081064
Sep-30-2020,0.002673721,0.002682522,0.002615094,0.002635291,36096006.56640526,334983976.5288035
Sep-23-2020,0.002651736,0.002660675,0.002542819,0.002547415,39020160.59658272,331778065.2406083
Sep-16-2020,0.002825676,0.002851308,0.002783197,0.002817978,120688821.90804502,356355836.27819264
Sep-09-2020,0.002743995,0.002801408,0.002692706,0.002777883,77430254.895215,347553643.033775
Sep-02-2020,0.003246221,0.003259535,0.003049523,0.003111178,85381941.05854808,397198521.43147624
Aug-26-2020,0.003292435,0.003325201,0.003237003,0.003289975,102905738.85683495,413384147.3218532
Aug-19-2020,0.003499188,0.00353838,0.003367356,0.003432706,78604620.65801668,433283777.81824374
Aug-12-2020,0.003397365,0.003500389,0.00335337,0.003461695,92313307.55190338,432280412.5428903
Aug-05-2020,0.003549536,0.003577835,0.003471812,0.003507692,99391783.911145,442865511.55783135
Jul-29-2020,0.003198039,0.003278864,0.00315262,0.003174101,74691256.27055678,403971444.7300339
Jul-22-2020,0.003301039,0.003301039,0.003208746,0.003288432,71848782.47916462,406973409.35813105
Jul-15-2020,0.003293966,0.003293966,0.003070142,0.003095556,104179129.07217634,396067769.7962353
Jul-08-2020,0.003097731,0.005256781,0.003072886,0.004727354,587418197.2980138,515223019.11997074
Jul-01-2020,0.002319121,0.002346385,0.00230201,0.00232628,28731274.739752106,290586435.7569965
Jun-24-2020,0.002474236,0.002488627,0.002386052,0.002425985,29498224.800468065,305805598.50192964
Jun-17-2020,0.002489216,0.002491259,0.002453758,0.002477294,37526604.09170049,309687352.41319156
Jun-10-2020,0.002564602,0.002597928,0.00254465,0.002583066,34380940.905462615,320712231.5793055
Jun-03-2020,0.0025626,0.002592901,0.002547591,0.002583587,39574174.68775628,320224909.7265559
May-27-2020,0.002485336,0.002521449,0.002469404,0.002508992,33961198.67708517,311021276.046175
May-20-2020,0.002548485,0.002564557,0.002487715,0.002502921,33133504.08421029,315623060.2886714
May-13-2020,0.002460765,0.002537901,0.002450005,0.002521953,103093519.51842579,309914643.0044489
May-06-2020,0.002478616,0.002558593,0.002459869,0.002511402,92505665.2026973,311016344.8993451
Apr-29-2020,0.002331878,0.002529015,0.002316265,0.002503882,101306864.28199895,299011102.8116991
Apr-22-2020,0.001954412,0.002020173,0.001946475,0.001999694,91216697.54989187,247197757.93806538
Apr-15-2020,0.001974253,0.001974623,0.001910128,0.001964845,86258371.89694832,241550243.06456688
Apr-08-2020,0.002000434,0.002039552,0.001967641,0.002005819,95931363.48912887,248878654.771432
Apr-01-2020,0.001801712,0.001864773,0.001770319,0.001859743,96375353.40201147,222224529.21181613
Mar-25-2020,0.001849095,0.001887662,0.001795892,0.001830898,117232875.2835086,227075601.09080815
Mar-18-2020,0.001628861,0.001644288,0.001557933,0.001610875,47205804.72116219,197379908.5526226
Mar-11-2020,0.002208297,0.002218434,0.002112194,0.002175942,34149420.79176678,266175511.32064173
Mar-04-2020,0.002490221,0.002496577,0.002348133,0.00242674,51602919.90108803,297296165.3868569
Feb-26-2020,0.002462647,0.00247032,0.00221108,0.002329567,60206252.738984115,288248420.4365297
Feb-19-2020,0.002823643,0.002845989,0.002617621,0.002617621,56857015.688753195,341894799.31297475
Feb-12-2020,0.003026673,0.003142471,0.003026673,0.003058099,75009443.38764302,378455783.35070014
Feb-05-2020,0.00249271,0.002627035,0.002489729,0.002594516,55647191.629630916,315942340.8612207
Jan-29-2020,0.002412679,0.002434524,0.002363625,0.002363625,36566900.29242693,293132961.33682996
Jan-22-2020,0.00237838,0.00237838,0.002336255,0.002342934,32215322.5445508,287683364.99561715
Jan-15-2020,0.00234503,0.002455786,0.002302971,0.002371736,54224858.92794067,292051503.4002462
Jan-08-2020,0.002156959,0.002217099,0.002088791,0.002102148,34587587.8147937,264333211.1233002
Jan-01-2020,0.002005502,0.002027134,0.001999427,0.002018127,32138847.623942357,246069754.22135448
